Product,Sales,Region,Tax_rate
Monitor,109,East,0.15
Monitor,665,East,0.15
Monitor,1098,West,0.15
Phone,538,East,0.15
Phone,415,East,0.15
Laptop,759,East,0.15
Phone,681,East,0.15
Tablet,929,East,0.15
Tablet,1135,West,0.15
Tablet,834,East,0.15
Phone,1126,North,0.15
Laptop,521,South,0.15
Phone,443,South,0.15
Monitor,794,West,0.15
Monitor,243,East,0.15
Phone,609,West,0.15
Monitor,1274,North,0.15
Laptop,996,North,0.15
Phone,1053,South,0.15
Monitor,811,West,0.15
Tablet,1397,South,0.15
Phone,550,East,0.15
Phone,866,West,0.15
Monitor,350,North,0.15
Laptop,1281,North,0.15
Monitor,1068,East,0.15
Monitor,1079,West,0.15
Laptop,183,East,0.15
Phone,1057,East,0.15
Laptop,1107,West,0.15
Laptop,993,South,0.15
Phone,1426,North,0.15
Laptop,188,South,0.15
Tablet,1116,North,0.15
Phone,344,East,0.15
Tablet,1364,South,0.15
Monitor,465,West,0.15
Monitor,881,North,0.15
Tablet,644,West,0.15
Phone,351,South,0.15
Tablet,1297,North,0.15
Phone,624,East,0.15
Monitor,913,West,0.15
Laptop,1320,North,0.15
Monitor,686,West,0.15
Laptop,975,South,0.15
Monitor,488,South,0.15
Phone,985,East,0.15
Tablet,678,North,0.15
Phone,597,South,0.15
Monitor,1149,South,0.15
Phone,481,West,0.15
Monitor,449,East,0.15
Tablet,1438,East,0.15
Laptop,1477,North,0.15
Tablet,958,South,0.15
Laptop,1371,South,0.15
Laptop,590,South,0.15
Laptop,276,South,0.15
Monitor,610,South,0.15
Laptop,935,North,0.15
Phone,698,South,0.15
Phone,1313,East,0.15
Monitor,1313,West,0.15
Tablet,315,South,0.15
Monitor,829,South,0.15
Tablet,486,West,0.15
Monitor,1254,West,0.15
Phone,519,West,0.15
Laptop,137,North,0.15
Monitor,1281,South,0.15
Phone,1432,South,0.15
Monitor,881,East,0.15
Monitor,732,East,0.15
Laptop,909,East,0.15
Tablet,313,West,0.15
Laptop,1459,East,0.15
Phone,633,East,0.15
Tablet,1081,South,0.15
Tablet,1032,South,0.15
Laptop,125,North,0.15
Monitor,891,West,0.15
Laptop,277,West,0.15
Tablet,583,North,0.15
Laptop,951,East,0.15
Phone,849,East,0.15
Phone,142,North,0.15
Tablet,1433,North,0.15
Phone,483,South,0.15
Phone,1266,South,0.15
Laptop,421,South,0.15
Monitor,623,West,0.15
Phone,1169,West,0.15
Tablet,909,North,0.15
Laptop,255,North,0.15
Tablet,1295,North,0.15
Monitor,255,South,0.15
Tablet,266,West,0.15
Phone,972,North,0.15
Tablet,693,South,0.15
Monitor,1368,West,0.15
Laptop,1373,South,0.15
Laptop,1489,South,0.15
Phone,200,South,0.15
Laptop,1432,North,0.15
Monitor,564,South,0.15
Laptop,113,East,0.15
Tablet,149,East,0.15
Phone,147,South,0.15
Laptop,1474,South,0.15
Monitor,158,West,0.15
Monitor,839,East,0.15
Laptop,434,North,0.15
Laptop,972,North,0.15
Tablet,1052,West,0.15
Monitor,452,East,0.15
Laptop,246,East,0.15
Laptop,533,East,0.15
Laptop,819,East,0.15
Monitor,219,East,0.15
Tablet,786,North,0.15
Monitor,503,West,0.15
Tablet,551,South,0.15
Laptop,504,West,0.15
Phone,378,East,0.15
Laptop,739,North,0.15
Phone,1182,North,0.15
Tablet,1426,East,0.15
Monitor,776,East,0.15
Tablet,673,East,0.15
Laptop,1047,East,0.15
Laptop,898,North,0.15
Tablet,527,South,0.15
Phone,928,South,0.15
Phone,555,West,0.15
Laptop,175,South,0.15
Monitor,760,North,0.15
Phone,888,South,0.15
Tablet,363,South,0.15
Phone,764,East,0.15
Monitor,361,East,0.15
Tablet,130,West,0.15
Phone,249,East,0.15
Monitor,1014,East,0.15
Monitor,1065,South,0.15
Tablet,129,East,0.15
Monitor,1370,North,0.15
Monitor,425,South,0.15
Laptop,149,North,0.15
Tablet,853,East,0.15
Laptop,1383,East,0.15
Monitor,604,West,0.15
Phone,170,North,0.15
Monitor,1011,South,0.15
Phone,955,West,0.15
Phone,711,North,0.15
Laptop,1211,West,0.15
Phone,1177,South,0.15
Phone,724,West,0.15
Laptop,1452,West,0.15
Tablet,1010,South,0.15
Monitor,167,West,0.15
Laptop,1065,North,0.15
Phone,1327,North,0.15
Phone,652,South,0.15
Tablet,378,North,0.15
Phone,1055,South,0.15
Laptop,1003,South,0.15
Monitor,800,East,0.15
Monitor,156,East,0.15
Tablet,240,East,0.15
Phone,671,West,0.15
Monitor,1259,North,0.15
Monitor,645,South,0.15
Tablet,633,East,0.15
Laptop,197,South,0.15
Laptop,1301,West,0.15
Tablet,781,North,0.15
Monitor,1118,North,0.15
Monitor,764,North,0.15
Laptop,301,South,0.15
Phone,276,West,0.15
Tablet,380,North,0.15
Tablet,1153,North,0.15
Tablet,640,East,0.15
Tablet,313,West,0.15
Monitor,1309,West,0.15
Monitor,417,West,0.15
Tablet,319,West,0.15
Laptop,1213,South,0.15
Laptop,588,East,0.15
Laptop,155,East,0.15
Laptop,237,South,0.15
Tablet,688,West,0.15
Phone,1022,East,0.15
Phone,1255,South,0.15
Phone,797,North,0.15
Phone,380,West,0.15
Monitor,816,South,0.15
Tablet,185,North,0.15
Laptop,252,East,0.15
Phone,1012,West,0.15
Phone,536,West,0.15
Laptop,1440,West,0.15
Laptop,1004,West,0.15
Tablet,786,South,0.15
Phone,1465,East,0.15
Monitor,972,West,0.15
Laptop,931,East,0.15
Monitor,1464,East,0.15
Laptop,582,West,0.15
Phone,1287,East,0.15
Laptop,1414,South,0.15
Phone,1425,North,0.15
Phone,1097,East,0.15
Laptop,975,East,0.15
Laptop,104,West,0.15
Monitor,224,North,0.15
Phone,618,West,0.15
Tablet,781,North,0.15
Phone,223,North,0.15
Phone,1125,South,0.15
Tablet,694,South,0.15
Tablet,815,North,0.15
Phone,1310,East,0.15
Phone,820,East,0.15
Phone,819,South,0.15
Laptop,988,North,0.15
Monitor,625,South,0.15
Laptop,1277,East,0.15
Laptop,1041,East,0.15
Monitor,922,South,0.15
Phone,1037,West,0.15
Monitor,1213,South,0.15
Tablet,376,South,0.15
Phone,491,North,0.15
Tablet,548,South,0.15
Laptop,976,North,0.15
Monitor,728,East,0.15
Monitor,178,North,0.15
Monitor,772,South,0.15
Phone,1320,West,0.15
Monitor,689,North,0.15
Phone,1366,North,0.15
Laptop,1080,North,0.15
Monitor,1454,North,0.15
Laptop,316,South,0.15
Tablet,153,North,0.15
Monitor,1284,East,0.15
Monitor,947,West,0.15
Laptop,459,South,0.15
Monitor,201,North,0.15
Laptop,957,West,0.15
Phone,1186,West,0.15
Tablet,252,North,0.15
Monitor,1127,West,0.15
Tablet,1242,North,0.15
Monitor,1239,South,0.15
Monitor,1357,South,0.15
Tablet,453,North,0.15
Phone,1468,North,0.15
Monitor,723,North,0.15
Laptop,167,West,0.15
Monitor,1297,South,0.15
Tablet,1493,North,0.15
Monitor,1218,West,0.15
Tablet,425,West,0.15
Laptop,712,East,0.15
Laptop,1178,North,0.15
Phone,1148,North,0.15
Monitor,697,East,0.15
Monitor,334,North,0.15
Monitor,451,East,0.15
Phone,236,East,0.15
Tablet,205,North,0.15
Laptop,591,South,0.15
Phone,1487,South,0.15
Tablet,342,West,0.15
Monitor,807,North,0.15
Laptop,1177,North,0.15
Phone,786,North,0.15
Tablet,311,North,0.15
Phone,1059,North,0.15
Phone,1234,North,0.15
Phone,489,North,0.15
Phone,958,East,0.15
Tablet,272,North,0.15
Laptop,522,West,0.15
Laptop,1247,West,0.15
Monitor,1267,North,0.15
Tablet,1050,West,0.15
Laptop,430,South,0.15
Tablet,1260,West,0.15
Phone,1137,East,0.15
Tablet,341,East,0.15
Laptop,590,East,0.15
Phone,475,South,0.15
Laptop,1020,West,0.15
Tablet,736,West,0.15
Phone,444,West,0.15
Laptop,726,North,0.15
Tablet,901,East,0.15
Phone,230,South,0.15
Tablet,1364,West,0.15
Phone,554,East,0.15
Phone,458,East,0.15
Phone,782,West,0.15
Tablet,139,North,0.15
Tablet,320,West,0.15
Laptop,1114,North,0.15
Laptop,1404,West,0.15
Tablet,226,South,0.15
Tablet,453,East,0.15
Monitor,269,North,0.15
Laptop,1264,East,0.15
Monitor,1403,West,0.15
Monitor,850,South,0.15
Laptop,1279,East,0.15
Monitor,1220,West,0.15
Laptop,1211,North,0.15
Laptop,984,West,0.15
Monitor,191,East,0.15
Monitor,1391,North,0.15
Laptop,904,West,0.15
Laptop,1311,North,0.15
Laptop,852,West,0.15
Phone,114,South,0.15
Laptop,559,North,0.15
Laptop,431,East,0.15
Phone,270,South,0.15
Laptop,1305,North,0.15
Monitor,609,West,0.15
Monitor,529,North,0.15
Phone,882,South,0.15
Laptop,384,West,0.15
Monitor,631,East,0.15
Laptop,167,North,0.15
Laptop,650,South,0.15
Monitor,1341,North,0.15
Monitor,1351,South,0.15
Laptop,952,North,0.15
Laptop,552,North,0.15
Phone,790,North,0.15
Phone,524,South,0.15
Monitor,942,North,0.15
Monitor,100,North,0.15
Monitor,1053,South,0.15
Monitor,1089,East,0.15
Monitor,203,North,0.15
Monitor,1013,East,0.15
Phone,1066,North,0.15
Tablet,344,North,0.15
Phone,268,West,0.15
Phone,732,North,0.15
Tablet,1391,South,0.15
Phone,953,South,0.15
Monitor,487,North,0.15
Laptop,1102,South,0.15
Monitor,934,East,0.15
Tablet,1452,West,0.15
Laptop,1032,East,0.15
Phone,503,South,0.15
Phone,756,South,0.15
Laptop,341,North,0.15
Laptop,170,West,0.15
Phone,316,East,0.15
Monitor,304,West,0.15
Phone,1105,West,0.15
Monitor,1464,South,0.15
Phone,1241,South,0.15
Phone,968,West,0.15
Phone,1146,North,0.15
Laptop,229,West,0.15
Laptop,184,East,0.15
Laptop,1011,North,0.15
Laptop,1124,West,0.15
Laptop,429,West,0.15
Phone,1445,East,0.15
Phone,422,West,0.15
Laptop,891,South,0.15
Tablet,1098,East,0.15
Phone,1259,South,0.15
Monitor,238,East,0.15
Laptop,1453,East,0.15
Monitor,209,East,0.15
Tablet,1423,East,0.15
Tablet,243,East,0.15
Tablet,923,East,0.15
Phone,1026,East,0.15
Tablet,311,South,0.15
Tablet,588,East,0.15
Tablet,163,East,0.15
Phone,450,East,0.15
Laptop,124,East,0.15
Monitor,606,North,0.15
Phone,849,East,0.15
Monitor,1284,South,0.15
Phone,1235,South,0.15
Tablet,153,North,0.15
Laptop,1396,North,0.15
Monitor,139,South,0.15
Phone,1478,East,0.15
Monitor,538,South,0.15
Tablet,1458,South,0.15
Laptop,1439,North,0.15
Tablet,1478,North,0.15
Laptop,348,North,0.15
Laptop,558,South,0.15
Laptop,939,North,0.15
Tablet,438,East,0.15
Laptop,881,East,0.15
Phone,801,North,0.15
Laptop,677,East,0.15
Monitor,1268,East,0.15
Laptop,250,West,0.15
Tablet,1029,South,0.15
Monitor,161,West,0.15
Phone,658,East,0.15
Phone,1145,East,0.15
Laptop,257,West,0.15
Laptop,1205,South,0.15
Tablet,180,South,0.15
Monitor,427,South,0.15
Monitor,173,West,0.15
Laptop,410,North,0.15
Laptop,1103,South,0.15
Phone,137,North,0.15
Monitor,632,West,0.15
Phone,318,East,0.15
Tablet,132,North,0.15
Phone,961,South,0.15
Phone,1233,North,0.15
Tablet,155,South,0.15
Tablet,365,North,0.15
Laptop,1215,South,0.15
Laptop,1496,North,0.15
Tablet,281,South,0.15
Monitor,1357,West,0.15
Laptop,410,East,0.15
Tablet,1158,South,0.15
Phone,752,North,0.15
Monitor,119,North,0.15
Monitor,408,North,0.15
Phone,1150,East,0.15
Tablet,880,North,0.15
Tablet,173,West,0.15
Phone,1471,North,0.15
Tablet,883,East,0.15
Monitor,382,South,0.15
Tablet,1168,East,0.15
Monitor,1326,South,0.15
Phone,1294,North,0.15
Monitor,1298,North,0.15
Monitor,503,South,0.15
Monitor,293,West,0.15
Monitor,883,East,0.15
Tablet,665,North,0.15
Laptop,712,West,0.15
Monitor,150,North,0.15
Phone,1188,East,0.15
Monitor,326,East,0.15
Monitor,1018,East,0.15
Phone,619,West,0.15
Monitor,845,West,0.15
Tablet,150,South,0.15
Monitor,511,West,0.15
Laptop,1052,North,0.15
Tablet,270,West,0.15
Laptop,980,South,0.15
Phone,994,West,0.15
Tablet,246,South,0.15
Laptop,534,West,0.15
Tablet,1265,East,0.15
Phone,298,North,0.15
Laptop,1301,East,0.15
Phone,1230,East,0.15
Monitor,151,South,0.15
Laptop,803,East,0.15
Monitor,960,North,0.15
Laptop,1215,East,0.15
Tablet,1375,West,0.15
Laptop,1096,North,0.15
Phone,182,East,0.15
Phone,271,South,0.15
Monitor,274,East,0.15
Monitor,116,North,0.15
Laptop,1364,South,0.15
Tablet,905,East,0.15
Monitor,933,East,0.15
Phone,373,East,0.15
Laptop,1477,West,0.15
Phone,335,South,0.15
Monitor,1333,West,0.15
Monitor,788,East,0.15
Phone,705,East,0.15
Tablet,650,South,0.15
Phone,170,West,0.15
Monitor,474,East,0.15
Tablet,177,North,0.15
Phone,1421,East,0.15
Monitor,286,West,0.15
Phone,1072,East,0.15
Tablet,1275,West,0.15
Laptop,1337,East,0.15
Monitor,857,North,0.15
Monitor,488,West,0.15
Monitor,241,North,0.15
Laptop,1393,East,0.15
Laptop,648,South,0.15
Tablet,217,East,0.15
Tablet,208,South,0.15
Phone,798,North,0.15
Phone,282,East,0.15
Tablet,543,East,0.15
Tablet,474,East,0.15
Phone,100,South,0.15
Phone,204,South,0.15
Phone,1165,South,0.15
Monitor,918,East,0.15
Phone,1240,South,0.15
Monitor,986,North,0.15
Monitor,171,South,0.15
Laptop,1205,West,0.15
Phone,412,East,0.15
Monitor,708,West,0.15
Phone,198,West,0.15
Phone,1229,East,0.15
Laptop,1062,West,0.15
Laptop,746,North,0.15
Tablet,123,West,0.15
Laptop,1106,South,0.15
Laptop,775,East,0.15
Tablet,977,East,0.15
Phone,549,West,0.15
Monitor,807,West,0.15
Monitor,1150,North,0.15
Monitor,838,North,0.15
Monitor,780,East,0.15
Phone,1192,East,0.15
Monitor,1118,South,0.15
Laptop,225,North,0.15
Tablet,1327,North,0.15
Phone,1478,North,0.15
Laptop,974,South,0.15
Monitor,1257,South,0.15
Laptop,483,North,0.15
Laptop,1299,East,0.15
Laptop,539,South,0.15
Tablet,654,North,0.15
Phone,1028,East,0.15
Laptop,1363,North,0.15
Monitor,793,South,0.15
Tablet,282,North,0.15
Tablet,1300,West,0.15
Monitor,354,North,0.15
Laptop,218,North,0.15
Laptop,171,East,0.15
Monitor,510,North,0.15
Phone,959,North,0.15
Tablet,1170,North,0.15
Tablet,999,West,0.15
Phone,689,West,0.15
Phone,1001,North,0.15
Laptop,555,South,0.15
Phone,645,North,0.15
Tablet,702,West,0.15
Phone,787,North,0.15
Monitor,1150,West,0.15
Monitor,215,East,0.15
Phone,303,West,0.15
Tablet,548,East,0.15
Tablet,742,East,0.15
Monitor,511,North,0.15
Tablet,801,North,0.15
Phone,629,North,0.15
Tablet,935,North,0.15
Phone,814,South,0.15
Monitor,317,West,0.15
Phone,115,West,0.15
Tablet,1381,South,0.15
Laptop,695,East,0.15
Tablet,757,West,0.15
Monitor,1064,South,0.15
Monitor,546,East,0.15
Monitor,708,North,0.15
Phone,1092,West,0.15
Laptop,679,North,0.15
Tablet,374,North,0.15
Laptop,942,East,0.15
Tablet,1318,South,0.15
Laptop,1058,North,0.15
Monitor,1267,North,0.15
Tablet,280,North,0.15
Phone,394,West,0.15
Tablet,1111,North,0.15
Phone,638,North,0.15
Tablet,673,North,0.15
Tablet,936,East,0.15
Phone,157,North,0.15
Tablet,1367,West,0.15
Tablet,170,North,0.15
Laptop,625,North,0.15
Phone,849,South,0.15
Phone,222,North,0.15
Tablet,891,West,0.15
Phone,867,West,0.15
Tablet,1116,West,0.15
Phone,179,North,0.15
Tablet,1096,West,0.15
Laptop,425,North,0.15
Tablet,1024,South,0.15
Phone,1169,East,0.15
Monitor,378,South,0.15
Monitor,304,South,0.15
Monitor,1487,East,0.15
Laptop,1452,South,0.15
Phone,593,East,0.15
Laptop,294,West,0.15
Monitor,1067,South,0.15
Tablet,1073,East,0.15
Laptop,908,South,0.15
Tablet,1310,South,0.15
Laptop,1122,South,0.15
Tablet,1432,South,0.15
Phone,680,South,0.15
Phone,1050,South,0.15
Tablet,1449,West,0.15
Laptop,741,South,0.15
Monitor,1123,East,0.15
Tablet,531,South,0.15
Laptop,1156,North,0.15
Monitor,841,East,0.15
Tablet,1370,West,0.15
Tablet,1117,South,0.15
Laptop,955,East,0.15
Tablet,250,East,0.15
Laptop,238,South,0.15
Phone,1168,South,0.15
Monitor,968,East,0.15
Monitor,258,North,0.15
Laptop,1042,East,0.15
Monitor,859,East,0.15
Laptop,775,South,0.15
Monitor,548,South,0.15
Laptop,345,East,0.15
Monitor,244,East,0.15
Phone,1449,North,0.15
Phone,198,East,0.15
Tablet,708,East,0.15
Monitor,356,West,0.15
Laptop,1424,North,0.15
Phone,966,West,0.15
Laptop,113,North,0.15
Tablet,658,West,0.15
Laptop,793,East,0.15
Monitor,123,South,0.15
Laptop,1206,North,0.15
Laptop,521,South,0.15
Laptop,1306,North,0.15
Phone,274,North,0.15
Tablet,395,East,0.15
Phone,601,North,0.15
Phone,1303,South,0.15
Phone,1215,South,0.15
Tablet,682,West,0.15
Tablet,1075,West,0.15
Tablet,762,South,0.15
Monitor,1294,East,0.15
Tablet,528,West,0.15
Monitor,688,North,0.15
Phone,314,North,0.15
Laptop,628,East,0.15
Laptop,1077,West,0.15
Phone,1133,West,0.15
Phone,1001,North,0.15
Tablet,505,East,0.15
Laptop,1382,West,0.15
Laptop,326,West,0.15
Laptop,1459,South,0.15
Monitor,585,West,0.15
Laptop,948,South,0.15
Tablet,466,South,0.15
Phone,848,East,0.15
Tablet,445,West,0.15
Laptop,846,East,0.15
Laptop,1116,West,0.15
Laptop,573,West,0.15
Monitor,106,East,0.15
Monitor,771,South,0.15
Monitor,242,West,0.15
Laptop,1472,South,0.15
Tablet,602,East,0.15
Monitor,282,West,0.15
Monitor,1300,East,0.15
Laptop,1406,North,0.15
Phone,1388,South,0.15
Tablet,266,South,0.15
Monitor,494,West,0.15
Phone,1434,East,0.15
Tablet,1483,West,0.15
Tablet,1326,South,0.15
Monitor,1063,South,0.15
Tablet,1006,East,0.15
Phone,1040,West,0.15
Laptop,1257,North,0.15
Tablet,698,West,0.15
Phone,149,North,0.15
Laptop,425,East,0.15
Laptop,136,South,0.15
Monitor,1194,East,0.15
Phone,1353,South,0.15
Monitor,838,South,0.15
Monitor,141,East,0.15
Tablet,1123,East,0.15
Tablet,318,West,0.15
Monitor,1284,South,0.15
Tablet,1323,North,0.15
Tablet,1347,South,0.15
Monitor,1491,West,0.15
Monitor,1429,West,0.15
Laptop,1241,East,0.15
Laptop,337,South,0.15
Phone,1247,West,0.15
Phone,673,South,0.15
Phone,1468,East,0.15
Tablet,962,West,0.15
Laptop,492,North,0.15
Tablet,1308,North,0.15
Phone,1176,South,0.15
Tablet,296,North,0.15
Phone,1477,West,0.15
Monitor,432,East,0.15
Monitor,879,West,0.15
Laptop,1059,South,0.15
Phone,1408,West,0.15
Laptop,1436,North,0.15
Tablet,1234,North,0.15
Tablet,1198,North,0.15
Monitor,1023,West,0.15
Tablet,621,South,0.15
Tablet,274,East,0.15
Phone,194,South,0.15
Laptop,742,South,0.15
Phone,1296,East,0.15
Laptop,500,East,0.15
Tablet,650,North,0.15
Tablet,439,South,0.15
Monitor,196,North,0.15
Tablet,140,North,0.15
Laptop,1014,East,0.15
Laptop,624,East,0.15
Monitor,631,North,0.15
Laptop,734,East,0.15
Tablet,1468,South,0.15
Monitor,844,West,0.15
Tablet,710,East,0.15
Tablet,1213,North,0.15
Monitor,373,South,0.15
Phone,257,East,0.15
Tablet,240,West,0.15
Monitor,632,North,0.15
Phone,744,North,0.15
Phone,653,West,0.15
Laptop,832,East,0.15
Tablet,1155,South,0.15
Tablet,278,East,0.15
Monitor,1471,South,0.15
Phone,370,South,0.15
Monitor,402,North,0.15
Monitor,710,East,0.15
Laptop,645,East,0.15
Tablet,1227,East,0.15
Tablet,885,South,0.15
Tablet,412,East,0.15
Monitor,174,South,0.15
Phone,182,South,0.15
Monitor,1057,North,0.15
Tablet,1276,South,0.15
Monitor,1437,West,0.15
Monitor,1330,West,0.15
Monitor,1085,West,0.15
Monitor,456,South,0.15
Monitor,493,West,0.15
Phone,941,North,0.15
Tablet,395,South,0.15
Monitor,818,West,0.15
Tablet,887,West,0.15
Laptop,1186,East,0.15
Phone,1098,West,0.15
Phone,480,North,0.15
Tablet,272,South,0.15
Tablet,1199,North,0.15
Tablet,145,North,0.15
Tablet,976,East,0.15
Laptop,1390,South,0.15
Laptop,1393,North,0.15
Monitor,210,East,0.15
Phone,260,East,0.15
Phone,852,South,0.15
Tablet,1048,East,0.15
Monitor,1377,South,0.15
Phone,901,South,0.15
Monitor,855,South,0.15
Phone,1331,North,0.15
Tablet,555,North,0.15
Monitor,1452,West,0.15
Tablet,795,North,0.15
Laptop,304,North,0.15
Tablet,1386,South,0.15
Laptop,1490,West,0.15
Tablet,1420,South,0.15
Monitor,1345,West,0.15
Phone,698,South,0.15
Tablet,325,North,0.15
Monitor,538,North,0.15
Monitor,1105,East,0.15
Monitor,155,South,0.15
Laptop,891,South,0.15
Tablet,971,South,0.15
Tablet,145,East,0.15
Laptop,989,South,0.15
Phone,564,East,0.15
Phone,518,East,0.15
Phone,862,South,0.15
Laptop,1080,South,0.15
Monitor,662,East,0.15
Tablet,767,West,0.15
Laptop,1257,West,0.15
Tablet,879,South,0.15
Tablet,1335,West,0.15
Monitor,594,East,0.15
Laptop,952,South,0.15
Phone,980,South,0.15
Monitor,623,North,0.15
Monitor,330,East,0.15
Laptop,124,East,0.15
Phone,1116,North,0.15
Tablet,1489,East,0.15
Laptop,1150,North,0.15
Monitor,139,West,0.15
Monitor,1220,North,0.15
Laptop,546,South,0.15
Tablet,1132,East,0.15
Tablet,640,East,0.15
Laptop,891,West,0.15
Laptop,384,North,0.15
Laptop,1339,South,0.15
Phone,1094,South,0.15
Laptop,660,South,0.15
Monitor,1294,West,0.15
Laptop,1454,West,0.15
Laptop,874,East,0.15
Phone,846,West,0.15
Laptop,1394,West,0.15
Phone,1353,East,0.15
Monitor,953,North,0.15
Phone,264,North,0.15
Monitor,1380,West,0.15
Monitor,435,East,0.15
Laptop,635,East,0.15
Monitor,249,West,0.15
Phone,583,West,0.15
Tablet,310,South,0.15
Phone,1441,South,0.15
Monitor,1471,West,0.15
Laptop,969,South,0.15
Monitor,360,West,0.15
Laptop,186,South,0.15
Phone,310,South,0.15
Phone,535,West,0.15
Monitor,1456,East,0.15
Phone,818,West,0.15
Tablet,1480,East,0.15
Monitor,712,North,0.15
Phone,1057,South,0.15
Monitor,1229,West,0.15
Phone,204,West,0.15
Laptop,468,North,0.15
Phone,1394,East,0.15
Tablet,593,North,0.15
Laptop,1165,East,0.15
Tablet,1429,North,0.15
Tablet,647,North,0.15
Phone,1274,South,0.15
Laptop,1270,South,0.15
Tablet,475,South,0.15
Tablet,625,East,0.15
Laptop,254,North,0.15
Phone,504,South,0.15
Tablet,1210,South,0.15
Phone,324,South,0.15
Phone,356,West,0.15
Laptop,1391,South,0.15
Tablet,1095,West,0.15
Tablet,1095,North,0.15
Laptop,100,East,0.15
Tablet,172,South,0.15
Phone,644,South,0.15
Monitor,407,South,0.15
Laptop,898,South,0.15
Laptop,1338,East,0.15
Monitor,977,West,0.15
Phone,575,West,0.15
Laptop,388,West,0.15
Monitor,1216,South,0.15
Phone,1426,South,0.15
Laptop,1245,South,0.15
Monitor,453,East,0.15
Phone,1327,South,0.15
Tablet,1232,North,0.15
Monitor,756,West,0.15
Laptop,1249,East,0.15
Laptop,901,West,0.15
Tablet,729,East,0.15
Phone,1038,East,0.15
Tablet,260,West,0.15
Monitor,974,West,0.15
Laptop,154,West,0.15
Laptop,204,North,0.15
Phone,230,South,0.15
Phone,250,West,0.15
Laptop,1031,South,0.15
Monitor,1295,East,0.15
Phone,171,South,0.15
Tablet,1276,North,0.15
Monitor,758,East,0.15
Monitor,115,East,0.15
Phone,247,North,0.15
Phone,1016,North,0.15
Phone,701,South,0.15
Phone,546,West,0.15
Laptop,1068,North,0.15
Phone,1426,West,0.15
Monitor,411,South,0.15
Monitor,747,West,0.15
Laptop,1490,South,0.15
Tablet,914,South,0.15
Monitor,145,East,0.15
Phone,384,South,0.15
Phone,508,West,0.15
Monitor,1270,South,0.15
Phone,1374,North,0.15
Monitor,517,West,0.15
Tablet,535,North,0.15
Laptop,624,South,0.15
Phone,718,South,0.15
Monitor,1067,South,0.15
Laptop,965,South,0.15
Laptop,815,North,0.15
Phone,618,West,0.15
Monitor,615,North,0.15
Tablet,1267,East,0.15
Laptop,251,South,0.15
Monitor,775,West,0.15
Phone,739,West,0.15
Laptop,915,South,0.15
Laptop,720,West,0.15
Monitor,915,East,0.15
Monitor,207,East,0.15
Phone,633,North,0.15
Phone,288,North,0.15
Monitor,1319,East,0.15
Monitor,100,East,0.15
Phone,1308,East,0.15
Phone,209,North,0.15
Laptop,577,South,0.15
Monitor,366,West,0.15
Phone,714,North,0.15
Phone,215,South,0.15
Monitor,1366,East,0.15
Laptop,813,South,0.15
Phone,527,East,0.15
Monitor,340,West,0.15
Laptop,579,North,0.15
Phone,1078,West,0.15
Phone,1484,North,0.15
Phone,313,East,0.15
Phone,804,South,0.15
Tablet,383,North,0.15
Phone,1328,South,0.15
Tablet,362,East,0.15
Laptop,1102,South,0.15
Phone,998,North,0.15
Phone,567,East,0.15
Monitor,321,West,0.15
Monitor,644,East,0.15
Laptop,1448,North,0.15
Monitor,1364,South,0.15
Monitor,827,East,0.15
Laptop,1419,East,0.15
Monitor,418,North,0.15
Laptop,121,West,0.15
Monitor,186,North,0.15
Tablet,499,West,0.15
Laptop,1104,East,0.15
Monitor,253,South,0.15
Laptop,1199,West,0.15
Laptop,1406,South,0.15
Phone,902,West,0.15
Monitor,1042,North,0.15
Phone,1209,South,0.15
Monitor,734,West,0.15
Laptop,867,North,0.15
Tablet,762,North,0.15
Monitor,722,West,0.15
Laptop,163,South,0.15
Tablet,561,North,0.15
Tablet,1487,East,0.15
Tablet,1111,South,0.15
Monitor,357,North,0.15
Phone,313,South,0.15
Monitor,1222,East,0.15
Tablet,1237,North,0.15
Laptop,160,North,0.15
Phone,1248,South,0.15
Monitor,1337,West,0.15
Phone,755,South,0.15
Phone,819,West,0.15
Phone,330,North,0.15
Monitor,1072,South,0.15
Monitor,253,South,0.15
Tablet,719,North,0.15
Monitor,491,South,0.15
Phone,1093,South,0.15
Laptop,382,West,0.15
Tablet,1360,East,0.15
Monitor,1008,North,0.15
Phone,859,East,0.15
Monitor,1374,West,0.15
Laptop,707,South,0.15
Tablet,1098,North,0.15
Monitor,1375,East,0.15
Monitor,726,North,0.15
Laptop,145,South,0.15
Tablet,764,North,0.15
Laptop,197,East,0.15
Phone,1378,West,0.15
Tablet,260,West,0.15
Laptop,668,East,0.15
Laptop,1425,West,0.15
Monitor,1040,East,0.15
Laptop,1280,South,0.15
Monitor,163,West,0.15
Tablet,117,East,0.15
Laptop,944,East,0.15
Tablet,192,South,0.15
Phone,479,South,0.15
Phone,1468,South,0.15
Laptop,907,South,0.15
Laptop,1107,East,0.15
Tablet,563,South,0.15
Tablet,1486,North,0.15
Tablet,1361,East,0.15
Tablet,574,West,0.15
Monitor,230,East,0.15
Phone,776,North,0.15
Tablet,1460,North,0.15
Tablet,805,North,0.15
Monitor,526,South,0.15
Laptop,1130,South,0.15
Phone,1250,South,0.15
Laptop,927,West,0.15
Monitor,1456,South,0.15
Tablet,897,West,0.15
Phone,554,East,0.15
Monitor,156,South,0.15
Monitor,322,West,0.15
